TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"9042400","Sorcery Contested Realm","Gothic","The Inquisition","","","Unique","Damaged","","","","","","0","",""
"9042401","Sorcery Contested Realm","Gothic","The Inquisition (Foil)","","","Unique","Near Mint Foil","","","300.9200","299.6700","","0","",""
"9042402","Sorcery Contested Realm","Gothic","The Inquisition (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042403","Sorcery Contested Realm","Gothic","The Inquisition (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042404","Sorcery Contested Realm","Gothic","The Inquisition (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042405","Sorcery Contested Realm","Gothic","The Inquisition (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042406","Sorcery Contested Realm","Gothic","The Malleus Maleficarum","","","Unique","Near Mint","12.32","","6.3900","4.8900","","0","",""
"9042407","Sorcery Contested Realm","Gothic","The Malleus Maleficarum","","","Unique","Lightly Played","","","","","","0","",""
"9042408","Sorcery Contested Realm","Gothic","The Malleus Maleficarum","","","Unique","Moderately Played","","","","","","0","",""
"9042409","Sorcery Contested Realm","Gothic","The Malleus Maleficarum","","","Unique","Heavily Played","","","","","","0","",""
"9042410","Sorcery Contested Realm","Gothic","The Malleus Maleficarum","","","Unique","Damaged","","","","","","0","",""
"9042411","Sorcery Contested Realm","Gothic","The Malleus Maleficarum (Foil)","","","Unique","Near Mint Foil","","","149.9500","149.9500","","0","",""
"9042412","Sorcery Contested Realm","Gothic","The Malleus Maleficarum (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042413","Sorcery Contested Realm","Gothic","The Malleus Maleficarum (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042414","Sorcery Contested Realm","Gothic","The Malleus Maleficarum (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042415","Sorcery Contested Realm","Gothic","The Malleus Maleficarum (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042416","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill","","","Unique","Near Mint","13.96","","13.7900","13.7900","","0","",""
"9042417","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill","","","Unique","Lightly Played","","","","","","0","",""
"9042418","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill","","","Unique","Moderately Played","","","","","","0","",""
"9042419","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill","","","Unique","Heavily Played","","","","","","0","",""
"9042420","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill","","","Unique","Damaged","","","","","","0","",""
"9042421","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill (Foil)","","","Unique","Near Mint Foil","","","301.9800","299.9900","","0","",""
"9042422","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042423","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042424","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042425","Sorcery Contested Realm","Gothic","The Manor at Daperyll Hill (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042426","Sorcery Contested Realm","Gothic","The Pallid Bust","","","Unique","Near Mint","10.24","","10.2800","10.2800","","0","",""
"9042427","Sorcery Contested Realm","Gothic","The Pallid Bust","","","Unique","Lightly Played","","","","","","0","",""
"9042428","Sorcery Contested Realm","Gothic","The Pallid Bust","","","Unique","Moderately Played","","","","","","0","",""
"9042429","Sorcery Contested Realm","Gothic","The Pallid Bust","","","Unique","Heavily Played","","","","","","0","",""
"9042430","Sorcery Contested Realm","Gothic","The Pallid Bust","","","Unique","Damaged","","","","","","0","",""
"9042431","Sorcery Contested Realm","Gothic","The Pallid Bust (Foil)","","","Unique","Near Mint Foil","","","950.0000","950.0000","","0","",""
"9042432","Sorcery Contested Realm","Gothic","The Pallid Bust (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042433","Sorcery Contested Realm","Gothic","The Pallid Bust (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042434","Sorcery Contested Realm","Gothic","The Pallid Bust (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042435","Sorcery Contested Realm","Gothic","The Pallid Bust (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042436","Sorcery Contested Realm","Gothic","The Rack","","","Unique","Near Mint","7.63","","5.1800","5.1800","","0","",""
"9042437","Sorcery Contested Realm","Gothic","The Rack","","","Unique","Lightly Played","","","","","","0","",""
"9042438","Sorcery Contested Realm","Gothic","The Rack","","","Unique","Moderately Played","","","","","","0","",""
"9042439","Sorcery Contested Realm","Gothic","The Rack","","","Unique","Heavily Played","","","","","","0","",""
"9042440","Sorcery Contested Realm","Gothic","The Rack","","","Unique","Damaged","","","","","","0","",""
"9042441","Sorcery Contested Realm","Gothic","The Rack (Foil)","","","Unique","Near Mint Foil","135.00","","150.9800","149.9900","","0","",""
"9042442","Sorcery Contested Realm","Gothic","The Rack (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042443","Sorcery Contested Realm","Gothic","The Rack (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042444","Sorcery Contested Realm","Gothic","The Rack (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042445","Sorcery Contested Realm","Gothic","The Rack (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042446","Sorcery Contested Realm","Gothic","The Void","","","Unique","Near Mint","27.19","","27.1700","26.1800","","0","",""
"9042447","Sorcery Contested Realm","Gothic","The Void","","","Unique","Lightly Played","","","","","","0","",""
"9042448","Sorcery Contested Realm","Gothic","The Void","","","Unique","Moderately Played","","","","","","0","",""
"9042449","Sorcery Contested Realm","Gothic","The Void","","","Unique","Heavily Played","","","","","","0","",""
"9042450","Sorcery Contested Realm","Gothic","The Void","","","Unique","Damaged","","","","","","0","",""
"9042451","Sorcery Contested Realm","Gothic","The Void (Foil)","","","Unique","Near Mint Foil","","","169.3100","168.0000","","0","",""
"9042452","Sorcery Contested Realm","Gothic","The Void (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042453","Sorcery Contested Realm","Gothic","The Void (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042454","Sorcery Contested Realm","Gothic","The Void (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042455","Sorcery Contested Realm","Gothic","The Void (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042466","Sorcery Contested Realm","Gothic","Thin Ice","","","Exceptional","Near Mint","0.24","","1.5200","0.2100","","0","",""
"9042467","Sorcery Contested Realm","Gothic","Thin Ice","","","Exceptional","Lightly Played","","","","","","0","",""
"9042468","Sorcery Contested Realm","Gothic","Thin Ice","","","Exceptional","Moderately Played","","","","","","0","",""
"9042469","Sorcery Contested Realm","Gothic","Thin Ice","","","Exceptional","Heavily Played","","","","","","0","",""
"9042470","Sorcery Contested Realm","Gothic","Thin Ice","","","Exceptional","Damaged","","","","","","0","",""
"9042471","Sorcery Contested Realm","Gothic","Thin Ice (Foil)","","","Exceptional","Near Mint Foil","14.98","","14.1900","13.2000","","0","",""
"9042472","Sorcery Contested Realm","Gothic","Thin Ice (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"9042473","Sorcery Contested Realm","Gothic","Thin Ice (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"9042474","Sorcery Contested Realm","Gothic","Thin Ice (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"9042475","Sorcery Contested Realm","Gothic","Thin Ice (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"9042456","Sorcery Contested Realm","Gothic","Thing in the Ice","","","Unique","Near Mint","19.03","","19.1200","17.8600","","0","",""
"9042457","Sorcery Contested Realm","Gothic","Thing in the Ice","","","Unique","Lightly Played","","","","","","0","",""
"9042458","Sorcery Contested Realm","Gothic","Thing in the Ice","","","Unique","Moderately Played","","","","","","0","",""
"9042459","Sorcery Contested Realm","Gothic","Thing in the Ice","","","Unique","Heavily Played","","","","","","0","",""
"9042460","Sorcery Contested Realm","Gothic","Thing in the Ice","","","Unique","Damaged","","","","","","0","",""
"9042461","Sorcery Contested Realm","Gothic","Thing in the Ice (Foil)","","","Unique","Near Mint Foil","","","130.3100","125.3200","","0","",""
"9042462","Sorcery Contested Realm","Gothic","Thing in the Ice (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042463","Sorcery Contested Realm","Gothic","Thing in the Ice (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042464","Sorcery Contested Realm","Gothic","Thing in the Ice (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042465","Sorcery Contested Realm","Gothic","Thing in the Ice (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042476","Sorcery Contested Realm","Gothic","Those Who Linger","","","Exceptional","Near Mint","0.24","","1.5200","0.2100","","0","",""
"9042477","Sorcery Contested Realm","Gothic","Those Who Linger","","","Exceptional","Lightly Played","","","","","","0","",""
"9042478","Sorcery Contested Realm","Gothic","Those Who Linger","","","Exceptional","Moderately Played","","","","","","0","",""
"9042479","Sorcery Contested Realm","Gothic","Those Who Linger","","","Exceptional","Heavily Played","","","","","","0","",""
"9042480","Sorcery Contested Realm","Gothic","Those Who Linger","","","Exceptional","Damaged","","","","","","0","",""
"9042481","Sorcery Contested Realm","Gothic","Those Who Linger (Foil)","","","Exceptional","Near Mint Foil","","","4.9800","3.6700","","0","",""
"9042482","Sorcery Contested Realm","Gothic","Those Who Linger (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"9042483","Sorcery Contested Realm","Gothic","Those Who Linger (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"9042484","Sorcery Contested Realm","Gothic","Those Who Linger (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"9042485","Sorcery Contested Realm","Gothic","Those Who Linger (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"9042486","Sorcery Contested Realm","Gothic","Thumb Screws","","","Exceptional","Near Mint","0.25","","1.5400","0.2300","","0","",""
"9042487","Sorcery Contested Realm","Gothic","Thumb Screws","","","Exceptional","Lightly Played","","","","","","0","",""
"9042488","Sorcery Contested Realm","Gothic","Thumb Screws","","","Exceptional","Moderately Played","","","","","","0","",""
"9042489","Sorcery Contested Realm","Gothic","Thumb Screws","","","Exceptional","Heavily Played","","","","","","0","",""
"9042490","Sorcery Contested Realm","Gothic","Thumb Screws","","","Exceptional","Damaged","","","","","","0","",""
"9042491","Sorcery Contested Realm","Gothic","Thumb Screws (Foil)","","","Exceptional","Near Mint Foil","","","10.4900","8.9900","","0","",""
"9042492","Sorcery Contested Realm","Gothic","Thumb Screws (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"9042493","Sorcery Contested Realm","Gothic","Thumb Screws (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"9042494","Sorcery Contested Realm","Gothic","Thumb Screws (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"9042495","Sorcery Contested Realm","Gothic","Thumb Screws (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"9042496","Sorcery Contested Realm","Gothic","Tombstone Wardens","","","Elite","Near Mint","1.80","","2.7600","1.4500","","0","",""
"9042497","Sorcery Contested Realm","Gothic","Tombstone Wardens","","","Elite","Lightly Played","","","","","","0","",""
"9042498","Sorcery Contested Realm","Gothic","Tombstone Wardens","","","Elite","Moderately Played","","","","","","0","",""
"9042499","Sorcery Contested Realm","Gothic","Tombstone Wardens","","","Elite","Heavily Played","","","","","","0","",""
"9042500","Sorcery Contested Realm","Gothic","Tombstone Wardens","","","Elite","Damaged","","","","","","0","",""
"9042501","Sorcery Contested Realm","Gothic","Tombstone Wardens (Foil)","","","Elite","Near Mint Foil","","","24.9900","24.9900","","0","",""
"9042502","Sorcery Contested Realm","Gothic","Tombstone Wardens (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"9042503","Sorcery Contested Realm","Gothic","Tombstone Wardens (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"9042504","Sorcery Contested Realm","Gothic","Tombstone Wardens (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"9042505","Sorcery Contested Realm","Gothic","Tombstone Wardens (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"9042506","Sorcery Contested Realm","Gothic","Toolbox","","","Exceptional","Near Mint","0.72","","1.9300","0.6200","","0","",""
"9042507","Sorcery Contested Realm","Gothic","Toolbox","","","Exceptional","Lightly Played","","","","","","0","",""
"9042508","Sorcery Contested Realm","Gothic","Toolbox","","","Exceptional","Moderately Played","","","","","","0","",""
"9042509","Sorcery Contested Realm","Gothic","Toolbox","","","Exceptional","Heavily Played","","","","","","0","",""
"9042510","Sorcery Contested Realm","Gothic","Toolbox","","","Exceptional","Damaged","","","","","","0","",""
"9042511","Sorcery Contested Realm","Gothic","Toolbox (Foil)","","","Exceptional","Near Mint Foil","12.37","","10.9700","10.9700","","0","",""
"9042512","Sorcery Contested Realm","Gothic","Toolbox (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"9042513","Sorcery Contested Realm","Gothic","Toolbox (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"9042514","Sorcery Contested Realm","Gothic","Toolbox (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"9042515","Sorcery Contested Realm","Gothic","Toolbox (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"9042516","Sorcery Contested Realm","Gothic","Torch and Pitchfork","","","Ordinary","Near Mint","","","1.4600","0.1500","","0","",""
"9042517","Sorcery Contested Realm","Gothic","Torch and Pitchfork","","","Ordinary","Lightly Played","","","","","","0","",""
"9042518","Sorcery Contested Realm","Gothic","Torch and Pitchfork","","","Ordinary","Moderately Played","","","","","","0","",""
"9042519","Sorcery Contested Realm","Gothic","Torch and Pitchfork","","","Ordinary","Heavily Played","","","","","","0","",""
"9042520","Sorcery Contested Realm","Gothic","Torch and Pitchfork","","","Ordinary","Damaged","","","","","","0","",""
"9042521","Sorcery Contested Realm","Gothic","Torch and Pitchfork (Foil)","","","Ordinary","Near Mint Foil","","","5.0000","5.0000","","0","",""
"9042522","Sorcery Contested Realm","Gothic","Torch and Pitchfork (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042523","Sorcery Contested Realm","Gothic","Torch and Pitchfork (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042524","Sorcery Contested Realm","Gothic","Torch and Pitchfork (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042525","Sorcery Contested Realm","Gothic","Torch and Pitchfork (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042526","Sorcery Contested Realm","Gothic","Torrid Omphalos","","","Unique","Near Mint","15.97","","30.0000","30.0000","","0","",""
"9042527","Sorcery Contested Realm","Gothic","Torrid Omphalos","","","Unique","Lightly Played","","","","","","0","",""
"9042528","Sorcery Contested Realm","Gothic","Torrid Omphalos","","","Unique","Moderately Played","","","","","","0","",""
"9042529","Sorcery Contested Realm","Gothic","Torrid Omphalos","","","Unique","Heavily Played","","","","","","0","",""
"9042530","Sorcery Contested Realm","Gothic","Torrid Omphalos","","","Unique","Damaged","","","","","","0","",""
"9042531","Sorcery Contested Realm","Gothic","Torrid Omphalos (Foil)","","","Unique","Near Mint Foil","115.00","","145.0000","145.0000","","0","",""
"9042532","Sorcery Contested Realm","Gothic","Torrid Omphalos (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"9042533","Sorcery Contested Realm","Gothic","Torrid Omphalos (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"9042534","Sorcery Contested Realm","Gothic","Torrid Omphalos (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"9042535","Sorcery Contested Realm","Gothic","Torrid Omphalos (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"9042536","Sorcery Contested Realm","Gothic","Town Priest","","","Exceptional","Near Mint","0.24","","1.3400","0.0300","","0","",""
"9042537","Sorcery Contested Realm","Gothic","Town Priest","","","Exceptional","Lightly Played","","","","","","0","",""
"9042538","Sorcery Contested Realm","Gothic","Town Priest","","","Exceptional","Moderately Played","","","","","","0","",""
"9042539","Sorcery Contested Realm","Gothic","Town Priest","","","Exceptional","Heavily Played","","","","","","0","",""
"9042540","Sorcery Contested Realm","Gothic","Town Priest","","","Exceptional","Damaged","","","","","","0","",""
"9042541","Sorcery Contested Realm","Gothic","Town Priest (Foil)","","","Exceptional","Near Mint Foil","3.08","","4.2500","2.9400","","0","",""
"9042542","Sorcery Contested Realm","Gothic","Town Priest (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"9042543","Sorcery Contested Realm","Gothic","Town Priest (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"9042544","Sorcery Contested Realm","Gothic","Town Priest (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"9042545","Sorcery Contested Realm","Gothic","Town Priest (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"9042546","Sorcery Contested Realm","Gothic","Trade Encampment","","","Elite","Near Mint","1.81","","2.6500","1.3400","","0","",""
"9042547","Sorcery Contested Realm","Gothic","Trade Encampment","","","Elite","Lightly Played","","","","","","0","",""
"9042548","Sorcery Contested Realm","Gothic","Trade Encampment","","","Elite","Moderately Played","","","","","","0","",""
"9042549","Sorcery Contested Realm","Gothic","Trade Encampment","","","Elite","Heavily Played","","","","","","0","",""
"9042550","Sorcery Contested Realm","Gothic","Trade Encampment","","","Elite","Damaged","","","","","","0","",""
"9042551","Sorcery Contested Realm","Gothic","Trade Encampment (Foil)","","","Elite","Near Mint Foil","","","21.4800","21.4800","","0","",""
"9042552","Sorcery Contested Realm","Gothic","Trade Encampment (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"9042553","Sorcery Contested Realm","Gothic","Trade Encampment (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"9042554","Sorcery Contested Realm","Gothic","Trade Encampment (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"9042555","Sorcery Contested Realm","Gothic","Trade Encampment (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"9042556","Sorcery Contested Realm","Gothic","Trial by Fire","","","Ordinary","Near Mint","0.18","","1.4000","0.0900","","0","",""
"9042557","Sorcery Contested Realm","Gothic","Trial by Fire","","","Ordinary","Lightly Played","","","","","","0","",""
"9042558","Sorcery Contested Realm","Gothic","Trial by Fire","","","Ordinary","Moderately Played","","","","","","0","",""
"9042559","Sorcery Contested Realm","Gothic","Trial by Fire","","","Ordinary","Heavily Played","","","","","","0","",""
"9042560","Sorcery Contested Realm","Gothic","Trial by Fire","","","Ordinary","Damaged","","","","","","0","",""
"9042561","Sorcery Contested Realm","Gothic","Trial by Fire (Foil)","","","Ordinary","Near Mint Foil","","","5.1300","5.1300","","0","",""
"9042562","Sorcery Contested Realm","Gothic","Trial by Fire (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042563","Sorcery Contested Realm","Gothic","Trial by Fire (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042564","Sorcery Contested Realm","Gothic","Trial by Fire (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042565","Sorcery Contested Realm","Gothic","Trial by Fire (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042566","Sorcery Contested Realm","Gothic","Trial by Water","","","Ordinary","Near Mint","0.21","","1.4600","0.1500","","0","",""
"9042567","Sorcery Contested Realm","Gothic","Trial by Water","","","Ordinary","Lightly Played","","","","","","0","",""
"9042568","Sorcery Contested Realm","Gothic","Trial by Water","","","Ordinary","Moderately Played","","","","","","0","",""
"9042569","Sorcery Contested Realm","Gothic","Trial by Water","","","Ordinary","Heavily Played","","","","","","0","",""
"9042570","Sorcery Contested Realm","Gothic","Trial by Water","","","Ordinary","Damaged","","","","","","0","",""
"9042571","Sorcery Contested Realm","Gothic","Trial by Water (Foil)","","","Ordinary","Near Mint Foil","5.00","","14.5000","14.5000","","0","",""
"9042572","Sorcery Contested Realm","Gothic","Trial by Water (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042573","Sorcery Contested Realm","Gothic","Trial by Water (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042574","Sorcery Contested Realm","Gothic","Trial by Water (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042575","Sorcery Contested Realm","Gothic","Trial by Water (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042576","Sorcery Contested Realm","Gothic","Troubled Town","","","Ordinary","Near Mint","","","1.4000","0.0900","","0","",""
"9042577","Sorcery Contested Realm","Gothic","Troubled Town","","","Ordinary","Lightly Played","","","","","","0","",""
"9042578","Sorcery Contested Realm","Gothic","Troubled Town","","","Ordinary","Moderately Played","","","","","","0","",""
"9042579","Sorcery Contested Realm","Gothic","Troubled Town","","","Ordinary","Heavily Played","","","","","","0","",""
"9042580","Sorcery Contested Realm","Gothic","Troubled Town","","","Ordinary","Damaged","","","","","","0","",""
"9042581","Sorcery Contested Realm","Gothic","Troubled Town (Foil)","","","Ordinary","Near Mint Foil","4.55","","5.1000","5.1000","","0","",""
"9042582","Sorcery Contested Realm","Gothic","Troubled Town (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042583","Sorcery Contested Realm","Gothic","Troubled Town (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042584","Sorcery Contested Realm","Gothic","Troubled Town (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042585","Sorcery Contested Realm","Gothic","Troubled Town (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042586","Sorcery Contested Realm","Gothic","Twilight Bloom","","","Ordinary","Near Mint","0.18","","1.4600","0.1500","","0","",""
"9042587","Sorcery Contested Realm","Gothic","Twilight Bloom","","","Ordinary","Lightly Played","","","","","","0","",""
"9042588","Sorcery Contested Realm","Gothic","Twilight Bloom","","","Ordinary","Moderately Played","","","","","","0","",""
"9042589","Sorcery Contested Realm","Gothic","Twilight Bloom","","","Ordinary","Heavily Played","","","","","","0","",""
"9042590","Sorcery Contested Realm","Gothic","Twilight Bloom","","","Ordinary","Damaged","","","","","","0","",""
"9042591","Sorcery Contested Realm","Gothic","Twilight Bloom (Foil)","","","Ordinary","Near Mint Foil","6.74","","8.4900","6.9900","","0","",""
"9042592","Sorcery Contested Realm","Gothic","Twilight Bloom (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042593","Sorcery Contested Realm","Gothic","Twilight Bloom (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042594","Sorcery Contested Realm","Gothic","Twilight Bloom (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042595","Sorcery Contested Realm","Gothic","Twilight Bloom (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042596","Sorcery Contested Realm","Gothic","Undead Ambush","","","Exceptional","Near Mint","0.25","","1.5200","0.2100","","0","",""
"9042597","Sorcery Contested Realm","Gothic","Undead Ambush","","","Exceptional","Lightly Played","","","","","","0","",""
"9042598","Sorcery Contested Realm","Gothic","Undead Ambush","","","Exceptional","Moderately Played","","","","","","0","",""
"9042599","Sorcery Contested Realm","Gothic","Undead Ambush","","","Exceptional","Heavily Played","","","","","","0","",""
"9042600","Sorcery Contested Realm","Gothic","Undead Ambush","","","Exceptional","Damaged","","","","","","0","",""
"9042601","Sorcery Contested Realm","Gothic","Undead Ambush (Foil)","","","Exceptional","Near Mint Foil","","","5.1900","5.1900","","0","",""
"9042602","Sorcery Contested Realm","Gothic","Undead Ambush (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"9042603","Sorcery Contested Realm","Gothic","Undead Ambush (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"9042604","Sorcery Contested Realm","Gothic","Undead Ambush (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"9042605","Sorcery Contested Realm","Gothic","Undead Ambush (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"9042606","Sorcery Contested Realm","Gothic","Undesirables","","","Ordinary","Near Mint","","","1.4000","0.0900","","0","",""
"9042607","Sorcery Contested Realm","Gothic","Undesirables","","","Ordinary","Lightly Played","","","","","","0","",""
"9042608","Sorcery Contested Realm","Gothic","Undesirables","","","Ordinary","Moderately Played","","","","","","0","",""
"9042609","Sorcery Contested Realm","Gothic","Undesirables","","","Ordinary","Heavily Played","","","","","","0","",""
"9042610","Sorcery Contested Realm","Gothic","Undesirables","","","Ordinary","Damaged","","","","","","0","",""
"9042611","Sorcery Contested Realm","Gothic","Undesirables (Foil)","","","Ordinary","Near Mint Foil","","","17.9900","17.9900","","0","",""
"9042612","Sorcery Contested Realm","Gothic","Undesirables (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042613","Sorcery Contested Realm","Gothic","Undesirables (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042614","Sorcery Contested Realm","Gothic","Undesirables (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042615","Sorcery Contested Realm","Gothic","Undesirables (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042851","Sorcery Contested Realm","Gothic","Valley (Preconstructed Deck)","","","Ordinary","Near Mint","0.40","","1.5600","0.2500","","0","",""
"9042852","Sorcery Contested Realm","Gothic","Valley (Preconstructed Deck)","","","Ordinary","Lightly Played","","","","","","0","",""
"9042853","Sorcery Contested Realm","Gothic","Valley (Preconstructed Deck)","","","Ordinary","Moderately Played","","","","","","0","",""
"9042854","Sorcery Contested Realm","Gothic","Valley (Preconstructed Deck)","","","Ordinary","Heavily Played","","","","","","0","",""
"9042855","Sorcery Contested Realm","Gothic","Valley (Preconstructed Deck)","","","Ordinary","Damaged","","","","","","0","",""
"9042616","Sorcery Contested Realm","Gothic","Vampire Bats","","","Ordinary","Near Mint","0.18","","1.4600","0.1500","","0","",""
"9042617","Sorcery Contested Realm","Gothic","Vampire Bats","","","Ordinary","Lightly Played","","","","","","0","",""
"9042618","Sorcery Contested Realm","Gothic","Vampire Bats","","","Ordinary","Moderately Played","","","","","","0","",""
"9042619","Sorcery Contested Realm","Gothic","Vampire Bats","","","Ordinary","Heavily Played","","","","","","0","",""
"9042620","Sorcery Contested Realm","Gothic","Vampire Bats","","","Ordinary","Damaged","","","","","","0","",""
"9042621","Sorcery Contested Realm","Gothic","Vampire Bats (Foil)","","","Ordinary","Near Mint Foil","","","13.8900","13.8900","","0","",""
"9042622","Sorcery Contested Realm","Gothic","Vampire Bats (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"9042623","Sorcery Contested Realm","Gothic","Vampire Bats (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"9042624","Sorcery Contested Realm","Gothic","Vampire Bats (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"9042625","Sorcery Contested Realm","Gothic","Vampire Bats (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"9042626","Sorcery Contested Realm","Gothic","Vandal Imp","","","Ordinary","Near Mint","0.25","","1.4600","0.1500","","0","",""
